ticket_id,company_id,company_size_cat,industry_cat,customer_tier_cat,org_users,region_cat,past_30d_tickets,past_90d_incidents,product_area_cat,booking_channel_cat,reported_by_role_cat,customers_affected,error_rate_pct,downtime_min,payment_impact_flag,security_incident_flag,data_loss_flag,has_runbook,customer_sentiment_cat,description_length,priority_cat,customer_sentiment_missing,company_size_Medium,company_size_Small,industry_fintech,industry_gaming,industry_healthcare,industry_logistics,industry_media,industry_saas_b2b,customer_tier_Enterprise,customer_tier_Plus,region_APAC,region_EMEA,product_area_auth,product_area_billing,product_area_data_pipeline,product_area_mobile,product_area_notifications,booking_channel_email,booking_channel_phone,booking_channel_web,reported_by_role_devops,reported_by_role_finance,reported_by_role_product_manager,reported_by_role_support,customer_sentiment_neutral,customer_sentiment_positive
1000000013,100012,1,4,1,71,3,2,1,6,1,1,3,3.444910419,0,0,0,0,1,3,158,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
1000000014,100013,2,7,2,701,3,3,2,4,1,4,122,5.589222592,0,0,0,0,0,2,503,2,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
1000000015,100004,1,3,2,118,3,4,2,2,3,1,41,1.121018908,68,0,0,0,1,2,292,2,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
1000000016,100015,1,7,1,126,3,3,1,1,1,1,6,6.318374386,38,0,0,0,0,3,400,2,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
1000000017,100007,3,7,3,5757,2,10,4,5,1,1,89,2.589952188,0,0,0,0,1,1,402,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1000000018,100008,1,7,1,82,3,3,0,5,2,1,3,0.3089947,0,0,0,0,0,1,324,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1000000019,100010,3,3,2,5353,1,4,2,1,1,5,999,6.261724442,34,0,0,0,1,1,515,3,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1000000020,100009,2,7,3,639,2,1,3,6,3,1,126,1.998749911,36,0,0,0,1,1,377,2,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1000000021,100001,1,2,1,87,3,8,1,5,3,1,1,0.340663894,0,0,0,0,0,2,277,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1000000022,100007,3,7,3,5757,1,2,2,3,4,3,93,0.512628646,0,0,0,0,1,2,368,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
1000000023,100020,2,4,2,481,1,1,2,3,1,4,47,1.42965737,0,0,0,0,0,2,444,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
1000000024,100012,1,4,1,71,3,2,0,6,1,1,5,2.595185806,3,0,0,0,1,3,339,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
1000000025,100005,3,6,2,4799,1,5,2,6,3,1,260,0.754435829,21,0,0,0,0,3,431,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
1000000026,100008,1,7,1,82,3,3,0,5,3,3,4,0.670190307,0,0,0,0,0,2,256,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1000000027,100010,3,3,2,5353,1,5,3,3,3,2,93,1.610949078,0,0,0,0,1,2,372,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1000000028,100023,1,5,1,101,1,3,1,2,3,1,7,1.850416101,0,0,0,0,1,2,214,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
1000000029,100025,2,3,2,547,2,3,1,5,2,3,14,5.918528113,0,0,0,0,1,2,277,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1000000030,100010,3,3,2,5353,1,6,3,1,3,2,843,3.604602363,0,0,0,0,1,2,568,2,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1000000031,100009,2,7,3,639,2,3,1,4,2,5,173,5.211462613,25,0,0,0,1,2,489,3,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1000000032,100013,2,7,2,701,3,3,0,3,3,1,35,0.407249494,19,0,0,0,0,1,364,2,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1000000033,100011,1,4,1,74,3,1,0,1,1,2,7,3.596113536,0,0,0,0,0,2,393,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
1000000034,100001,1,2,1,87,3,7,2,2,1,1,1,1.297425879,0,0,0,0,1,2,220,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
1000000035,100007,3,7,3,5757,1,3,2,3,2,1,135,12.37120565,12,0,0,0,1,2,271,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
1000000036,100006,1,6,1,73,1,2,1,6,1,1,5,1.546358675,0,0,0,0,0,1,371,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
1000000037,100017,1,3,1,150,3,2,0,3,1,2,0,0.0,14,0,0,0,0,1,251,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
1000000038,100023,1,5,1,101,1,0,0,6,3,1,5,2.785187346,0,0,0,0,0,2,299,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
1000000039,100019,1,2,2,332,1,1,2,3,2,1,13,1.740835929,49,0,0,0,1,1,279,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1000000040,100002,3,1,3,5223,1,14,3,1,4,5,111,2.298085862,5,0,0,0,1,2,450,3,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1000000041,100007,3,7,3,5757,2,5,1,3,2,2,43,1.283888451,16,0,0,0,0,2,295,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
1000000042,100008,1,7,1,82,3,4,0,3,2,1,4,2.612966584,0,0,0,0,0,2,333,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
1000000043,100023,1,5,1,101,1,2,1,6,1,2,15,2.683907325,17,0,0,0,0,2,343,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
1000000044,100023,1,5,1,101,1,2,0,1,2,1,37,14.5968942,28,0,0,0,0,2,517,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
1000000045,100025,2,3,2,547,2,4,2,6,3,1,28,8.404124895,19,0,0,0,0,2,440,2,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
1000000046,100007,3,7,3,5757,2,8,4,6,2,1,2349,2.964021917,3,0,0,0,1,1,539,3,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0
1000000047,100002,3,1,3,5223,1,12,1,2,4,1,370,0.160973658,0,1,0,0,0,2,504,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
1000000048,100009,2,7,3,639,2,3,3,5,1,2,16,3.820267202,7,0,0,0,1,2,349,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
1000000049,100019,1,2,2,332,1,5,1,2,2,1,34,5.307834823,0,0,0,0,1,2,304,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
1000000050,100002,3,1,3,5223,1,4,5,2,2,3,397,2.813483085,4,0,0,0,1,2,357,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
1000000051,100007,3,7,3,5757,1,8,3,5,4,3,970,2.67198852,0,0,0,0,1,1,551,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1000000052,100002,3,1,3,5223,1,8,0,5,1,1,52,1.394195749,16,0,0,0,1,2,485,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
1000000053,100024,2,5,3,572,2,4,2,4,2,1,48,1.139699172,0,0,0,0,1,2,230,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0
1000000054,100024,2,5,3,572,2,3,3,1,1,1,166,0.950696952,0,0,0,0,0,2,368,2,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
1000000055,100023,1,5,1,101,1,3,0,6,1,1,2,6.243944687,17,0,0,0,0,1,323,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
1000000056,100023,1,5,1,101,1,4,2,5,1,1,5,3.483323326,0,0,0,0,1,2,368,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
1000000057,100018,3,3,2,5721,1,11,3,2,3,2,588,1.796291587,10,0,0,0,1,1,493,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1000000058,100007,3,7,3,5757,1,8,0,6,3,3,166,6.033734302,0,0,0,0,1,2,585,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1000000059,100007,3,7,3,5757,2,7,6,6,1,1,412,3.844552579,0,0,0,0,1,2,390,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0
1000000060,100015,1,7,1,126,3,3,3,5,3,1,0,2.43558542,0,0,0,0,1,2,288,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1000000061,100001,1,2,1,87,3,2,1,3,2,2,9,2.825975042,42,0,0,0,0,1,294,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
1000000062,100008,1,7,1,82,3,2,3,2,2,2,5,2.073982535,37,0,0,0,0,2,254,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
1000000063,100022,2,3,3,596,2,4,4,3,3,2,8,3.897792311,16,0,0,0,1,3,416,2,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1000000064,100018,3,3,2,5721,1,5,4,5,4,2,260,1.349495093,0,0,0,0,0,0,387,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1000000065,100009,2,7,3,639,2,4,3,4,1,1,96,2.921041798,0,0,0,0,1,3,403,2,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
1000000066,100002,3,1,3,5223,1,13,4,6,1,3,274,2.99374017,6,0,0,0,1,2,466,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
1000000067,100002,3,1,3,5223,1,5,5,2,1,4,1770,0.717721944,0,0,0,0,1,2,426,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
1000000068,100005,3,6,2,4799,2,7,3,3,3,1,265,10.68761259,23,0,0,0,1,2,485,3,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1000000069,100007,3,7,3,5757,1,8,3,5,2,1,363,2.218473015,17,0,0,0,1,2,438,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
1000000070,100010,3,3,2,5353,1,10,2,6,1,2,619,3.934967613,28,0,0,0,1,3,438,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1
1000000071,100002,3,1,3,5223,3,6,3,6,1,2,707,0.464067145,20,0,0,0,1,1,371,3,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
1000000072,100009,2,7,3,639,2,6,1,4,4,2,75,1.452680995,0,0,0,0,1,2,343,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0
1000000073,100010,3,3,2,5353,2,5,2,6,2,3,362,3.717943255,0,0,0,0,0,2,407,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0
1000000074,100014,1,1,1,133,2,4,3,5,3,1,3,2.270773755,6,0,0,0,1,2,272,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1000000075,100018,3,3,2,5721,1,7,4,5,3,1,308,0.843869427,0,0,0,0,1,2,384,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1000000076,100003,1,7,2,100,1,5,1,3,4,1,14,7.477836574,0,0,0,0,0,2,463,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
1000000077,100013,2,7,2,701,3,3,3,5,3,1,12,0.244087866,0,0,0,0,1,2,400,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1000000078,100016,2,2,1,454,3,3,2,3,2,1,16,0.0,31,0,0,0,0,2,308,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
1000000079,100002,3,1,3,5223,1,10,8,6,1,5,182,7.080086818,35,0,0,0,1,1,506,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1000000080,100002,3,1,3,5223,1,11,4,3,4,1,238,0.647522969,11,0,0,0,1,2,409,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
1000000081,100025,2,3,2,547,2,0,0,4,3,3,40,1.564738639,38,0,0,0,0,2,137,2,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1000000082,100012,1,4,1,71,3,0,0,3,2,4,1,0.926469817,0,0,0,0,0,2,201,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
1000000083,100019,1,2,2,332,1,0,0,1,1,2,0,2.033814286,11,0,0,0,1,3,206,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
1000000084,100016,2,2,1,454,3,1,0,3,1,1,46,1.59308273,0,0,0,0,0,2,368,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0
1000000085,100009,2,7,3,639,2,4,2,1,2,1,253,7.197873504,48,0,0,0,1,2,504,3,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0
1000000086,100013,2,7,2,701,3,2,1,4,1,2,107,10.08777871,58,0,0,0,1,2,555,3,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
1000000087,100013,2,7,2,701,3,3,4,6,3,1,19,4.031898813,24,0,0,0,0,1,385,2,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1000000088,100005,3,6,2,4799,1,4,4,4,3,1,473,2.06738979,48,0,0,0,1,3,433,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
1000000089,100013,2,7,2,701,3,4,1,3,1,1,28,2.982021357,0,0,0,0,1,2,274,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0
1000000090,100006,1,6,1,73,1,3,1,6,1,1,6,25.89009068,0,0,0,0,0,2,316,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
1000000091,100018,3,3,2,5721,1,5,3,1,2,2,418,19.04889204,34,0,0,0,1,2,284,3,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
1000000092,100018,3,3,2,5721,2,11,3,4,2,1,111,8.272118851,18,0,0,0,1,2,336,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0
1000000093,100017,1,3,1,150,3,3,4,6,1,1,10,2.039614559,0,0,0,0,0,3,392,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
1000000094,100015,1,7,1,126,3,5,1,3,1,3,10,0.720823536,0,0,0,0,0,1,355,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
1000000095,100018,3,3,2,5721,1,3,0,5,2,1,344,5.647782707,21,0,0,0,1,3,484,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
1000000096,100025,2,3,2,547,2,2,3,5,1,3,12,3.670496472,0,0,0,0,0,2,274,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1000000097,100025,2,3,2,547,2,3,1,1,4,1,152,3.082524871,0,0,0,0,1,2,427,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
1000000098,100008,1,7,1,82,3,2,4,1,2,1,16,6.892984933,0,0,0,0,0,2,302,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
1000000099,100024,2,5,3,572,2,5,4,2,3,4,5,8.714041556,0,1,0,0,1,2,272,2,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1000000100,100016,2,2,1,454,3,1,3,1,2,1,45,6.360763846,0,0,0,0,1,1,333,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
1000000101,100025,2,3,2,547,2,4,1,4,1,1,177,0.897106409,0,0,0,0,1,3,481,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
1000000102,100002,3,1,3,5223,1,5,2,6,3,2,359,6.581232458,0,0,0,0,1,2,367,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1000000103,100002,3,1,3,5223,1,9,2,4,4,1,547,3.431140034,25,0,0,0,1,2,357,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
1000000104,100001,1,2,1,87,3,2,0,2,3,1,3,0.461286895,0,0,0,0,1,2,383,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
1000000105,100021,2,2,2,999,2,2,1,6,1,1,36,4.251950551,25,0,0,0,1,2,458,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0
1000000106,100007,3,7,3,5757,1,6,2,3,3,3,1175,0.851997373,9,0,0,0,1,2,481,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1000000107,100019,1,2,2,332,1,3,1,5,4,1,19,3.795200528,0,0,0,0,1,3,338,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
1000000108,100020,2,4,2,481,1,5,4,3,3,1,41,0.0,6,0,0,0,1,2,357,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1000000109,100007,3,7,3,5757,1,3,2,4,2,2,868,14.6500413,65,0,0,0,1,1,566,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
1000000110,100021,2,2,2,999,2,2,0,2,3,4,327,3.010760207,0,0,0,0,1,2,422,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1000000111,100025,2,3,2,547,2,3,2,2,2,1,16,4.867655451,0,0,0,0,1,1,376,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1000000112,100008,1,7,1,82,3,1,1,5,1,1,0,0.391023716,0,0,0,0,1,2,271,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
1000000113,100010,3,3,2,5353,2,8,2,1,1,3,1325,2.555228917,21,0,0,0,1,2,447,3,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0
1000000114,100024,2,5,3,572,2,5,1,1,3,2,290,2.195396736,0,0,0,0,1,2,414,2,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1000000115,100016,2,2,1,454,3,3,2,6,4,2,10,4.90083736,0,0,0,0,0,0,285,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
1000000116,100007,3,7,3,5757,1,10,3,6,4,3,322,6.700002184,0,0,0,0,1,2,519,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
1000000117,100014,1,1,1,133,2,4,0,1,1,1,16,2.318142288,0,0,0,0,0,2,187,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
1000000118,100003,1,7,2,100,1,2,0,6,1,4,2,3.899681741,0,0,0,0,0,2,287,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
1000000119,100019,1,2,2,332,1,3,3,1,3,1,62,7.195287893,0,0,0,0,1,2,467,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
1000000120,100017,1,3,1,150,3,0,1,5,1,1,13,3.512581096,14,0,0,0,1,2,218,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
1000000121,100016,2,2,1,454,3,4,5,4,2,1,22,10.79187905,0,0,0,0,0,2,278,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0
1000000122,100012,1,4,1,71,3,3,4,1,3,1,41,1.597470106,58,0,0,0,0,2,286,2,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
1000000123,100005,3,6,2,4799,2,3,3,5,4,1,61,1.328055527,0,0,0,0,1,2,315,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
