ticket_id,company_id,company_size_cat,industry_cat,customer_tier_cat,org_users,region_cat,past_30d_tickets,past_90d_incidents,product_area_cat,booking_channel_cat,reported_by_role_cat,customers_affected,error_rate_pct,downtime_min,payment_impact_flag,security_incident_flag,data_loss_flag,has_runbook,customer_sentiment_cat,description_length,priority_cat,customer_sentiment_missing,company_size_Medium,company_size_Small,industry_fintech,industry_gaming,industry_healthcare,industry_logistics,industry_media,industry_saas_b2b,customer_tier_Enterprise,customer_tier_Plus,region_APAC,region_EMEA,product_area_auth,product_area_billing,product_area_data_pipeline,product_area_mobile,product_area_notifications,booking_channel_email,booking_channel_phone,booking_channel_web,reported_by_role_devops,reported_by_role_finance,reported_by_role_product_manager,reported_by_role_support,customer_sentiment_neutral,customer_sentiment_positive,region_group,industry_group,region_priority_avg,industry_priority_avg,has_critical_flag,num_critical_flags,impact_score,impact_per_user,tickets_per_user,activity_ratio,incident_growth,weighted_impact_per_user,critical_x_activity,critical_x_sentiment,impact_x_region
1000000015,100004,1,3,2,118,3,4,2,2,3,1,41,1.121018908,68,0,0,0,1,2,292,2,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,APAC,saas_b2b,1.3518822637695806,1.7671473258564125,0,0,2.768662855416525,0.3445378151260504,0.03361344537815126,1.3333333333333333,2.0000000000000004,0.63745847616287,0.0,0,3.7429062085952434
1000000016,100015,1,7,1,126,3,3,1,1,1,1,6,6.318374386,38,0,0,0,0,3,400,2,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,APAC,media,1.3518822637695806,1.634230156734557,0,0,1.8963876766190193,0.047244094488188976,0.023622047244094488,1.5,2.0,0.08275594263231162,0.0,0,2.563692865252455
1000000017,100007,3,7,3,5757,2,10,4,5,1,1,89,2.589952188,0,0,0,0,1,1,402,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,EMEA,media,1.7876941107530033,1.634230156734557,0,0,1.8076937246961062,0.015456755817992359,0.0017367141368530739,2.0,3.7142857142857144,0.015576852593642934,0.0,0,3.23160342568439
1000000018,100008,1,7,1,82,3,3,0,5,2,1,3,0.3089947,0,0,0,0,0,1,324,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,APAC,media,1.3518822637695806,1.634230156734557,0,0,0.5554447285479562,0.03614457831325301,0.03614457831325301,3.0,3.0,0.036178083762650595,0.0,0,0.7508958770282913
1000000019,100010,3,3,2,5353,1,4,2,1,1,5,999,6.261724442,34,0,0,0,1,1,515,3,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,cat,saas_b2b,1.788575103782962,1.7671473258564125,0,0,3.8484917033656787,0.1865894658199477,0.0007471049682480389,1.3333333333333333,2.0000000000000004,0.32277268039564044,0.0,0,6.883316447755137
1000000020,100009,2,7,3,639,2,1,3,6,3,1,126,1.998749911,36,0,0,0,1,1,377,2,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,EMEA,media,1.7876941107530033,1.634230156734557,0,0,3.0269464581097036,0.196875,0.0015625,0.25,0.0,0.3402354044765507,0.0,0,5.41125435672738
1000000021,100001,1,2,1,87,3,8,1,5,3,1,1,0.340663894,0,0,0,0,0,2,277,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,APAC,Finance,1.3518822637695806,1.448774765380605,0,0,0.2782808639059781,0.011363636363636364,0.09090909090909091,4.0,5.750000000000001,0.011375249905477273,0.0,0,0.3762029642609683
1000000022,100007,3,7,3,5757,1,2,2,3,4,3,93,0.512628646,0,0,0,0,1,2,368,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,cat,media,1.788575103782962,1.634230156734557,0,0,1.8188557988460017,0.016151441472733587,0.0003473428273706148,0.6666666666666666,0.8000000000000002,0.016176280547452935,0.0,0,3.2531601991872297
1000000023,100020,2,4,2,481,1,1,2,3,1,4,47,1.42965737,0,0,0,0,0,2,444,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,cat,gaming,1.788575103782962,1.2680851063829788,0,0,1.5527693764731565,0.0975103734439834,0.002074688796680498,0.3333333333333333,0.20000000000000004,0.09792859271612032,0.0,0,2.777244648676481
1000000024,100012,1,4,1,71,3,2,0,6,1,1,5,2.595185806,3,0,0,0,1,3,339,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,APAC,gaming,1.3518822637695806,1.2680851063829788,0,0,1.1403776534451893,0.06944444444444445,0.027777777777777776,2.0,2.0,0.08923919650291515,0.0,0,1.541656323691725
1000000025,100005,3,6,2,4799,1,5,2,6,3,1,260,0.754435829,21,0,0,0,0,3,431,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,cat,logistics,1.788575103782962,1.776122988229642,0,0,3.155384206423572,0.05416666666666667,0.0010416666666666667,1.6666666666666667,2.6,0.08777555573359427,0.0,0,5.64364163447916
1000000026,100008,1,7,1,82,3,3,0,5,3,3,4,0.670190307,0,0,0,0,0,2,256,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,APAC,media,1.3518822637695806,1.634230156734557,0,0,0.6457857358946402,0.04819277108433735,0.03614457831325301,3.0,3.0,0.04828966606848194,0.0,0,0.8730262825513507
1000000027,100010,3,3,2,5353,1,5,3,3,3,2,93,1.610949078,0,0,0,0,1,2,372,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,cat,saas_b2b,1.788575103782962,1.7671473258564125,0,0,1.8221507601420017,0.017370190511766904,0.0009338812103100486,1.25,2.0,0.01745413798893575,0.0,0,3.2590534849291837
1000000028,100023,1,5,1,101,1,3,1,2,3,1,7,1.850416101,0,0,0,0,1,2,214,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,cat,healthcare,1.788575103782962,1.5788487282463186,0,0,0.8373278649749344,0.06862745098039216,0.029411764705882353,1.5,2.0,0.06900841900118629,0.0,0,1.4976237729979094
1000000029,100025,2,3,2,547,2,3,1,5,2,3,14,5.918528113,0,0,0,0,1,2,277,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,EMEA,saas_b2b,1.7876941107530033,1.7671473258564125,0,0,1.100975664779884,0.025547445255474453,0.005474452554744526,1.5,2.0,0.026001055074354015,0.0,0,1.9682077120093715
1000000030,100010,3,3,2,5353,1,6,3,1,3,2,843,3.604602363,0,0,0,0,1,2,568,2,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,cat,saas_b2b,1.788575103782962,1.7671473258564125,0,0,2.706074804927383,0.1574523720582742,0.0011206574523720584,1.5,2.5,0.15915503163541783,0.0,0,4.840018025067453
1000000031,100009,2,7,3,639,2,3,1,4,2,5,173,5.211462613,25,0,0,0,1,2,489,3,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,EMEA,media,1.7876941107530033,1.634230156734557,0,0,3.0566854689312564,0.2703125,0.0046875,1.5,2.0,0.45067951454951605,0.0,0,5.46441861123269
1000000032,100013,2,7,2,701,3,3,0,3,3,1,35,0.407249494,19,0,0,0,0,1,364,2,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,APAC,media,1.3518822637695806,1.634230156734557,0,0,2.3333490059306414,0.04985754985754986,0.004273504273504274,3.0,3.0,0.07979043748112241,0.0,0,3.1544131363020163
1000000033,100011,1,4,1,74,3,1,0,1,1,2,7,3.596113536,0,0,0,0,0,2,393,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,APAC,gaming,1.3518822637695806,1.2680851063829788,0,0,0.8425649572799344,0.09333333333333334,0.013333333333333334,1.0,1.0,0.09434024512341334,0.0,0,1.1390486218205178
1000000034,100001,1,2,1,87,3,7,2,2,1,1,1,1.297425879,0,0,0,0,1,2,220,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,APAC,Finance,1.3518822637695806,1.448774765380605,0,0,0.2811511498609781,0.011363636363636364,0.07954545454545454,2.3333333333333335,3.8000000000000003,0.011407866791329546,0.0,0,0.38008325293547973
1000000035,100007,3,7,3,5757,1,3,2,3,2,1,135,12.37120565,12,0,0,0,1,2,271,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,cat,media,1.788575103782962,1.634230156734557,0,0,2.771660378482882,0.023445640847516498,0.0005210142410559222,1.0,1.4000000000000001,0.03634316966650078,0.0,0,4.957322749096145
1000000036,100006,1,6,1,73,1,2,1,6,1,1,5,1.546358675,0,0,0,0,0,1,371,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,cat,logistics,1.788575103782962,1.776122988229642,0,0,0.721342863716222,0.06756756756756757,0.02702702702702703,1.0,1.2500000000000002,0.06788101865033784,0.0,0,1.2901758873343407
1000000037,100017,1,3,1,150,3,2,0,3,1,2,0,0.0,14,0,0,0,0,1,251,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,APAC,saas_b2b,1.3518822637695806,1.7671473258564125,0,0,0.812415060330663,0.0,0.013245033112582781,2.0,2.0,0.0,0.0,0,1.0982895108803172
1000000038,100023,1,5,1,101,1,0,0,6,3,1,5,2.785187346,0,0,0,0,0,2,299,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,cat,healthcare,1.788575103782962,1.5788487282463186,0,0,0.725059349729222,0.049019607843137254,0.0,0.0,0.0,0.04942919421754902,0.0,0,1.2968231016907503
1000000039,100019,1,2,2,332,1,1,2,3,2,1,13,1.740835929,49,0,0,0,1,1,279,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,cat,Finance,1.788575103782962,1.448774765380605,0,0,2.234452341261547,0.03903903903903904,0.003003003003003003,0.3333333333333333,0.20000000000000004,0.06978724449052306,0.0,0,3.9964858281699542
1000000040,100002,3,1,3,5223,1,14,3,1,4,5,111,2.298085862,5,0,0,0,1,2,450,3,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,cat,fintech,1.788575103782962,2.0587839353825443,0,0,2.431821646872454,0.021248085758039815,0.002679938744257274,3.5,6.5,0.029008867306452683,0.0,0,4.349495654436553
1000000041,100007,3,7,3,5757,2,5,1,3,2,2,43,1.283888451,16,0,0,0,0,2,295,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,EMEA,media,1.7876941107530033,1.634230156734557,0,0,2.3674915221371693,0.007467870788468218,0.0008683570684265369,2.5,3.5000000000000004,0.011728248761559998,0.0,0,4.232350651382281
1000000042,100008,1,7,1,82,3,4,0,3,2,1,4,2.612966584,0,0,0,0,0,2,333,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,APAC,media,1.3518822637695806,1.634230156734557,0,0,0.6516140647256402,0.04819277108433735,0.04819277108433735,4.0,4.0,0.04857054938563856,0.0,0,0.8809054969253965
1000000043,100023,1,5,1,101,1,2,1,6,1,2,15,2.683907325,17,0,0,0,0,2,343,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,cat,healthcare,1.788575103782962,1.5788487282463186,0,0,1.984198738239762,0.14705882352941177,0.0196078431372549,1.0,1.2500000000000002,0.23325383434621075,0.0,0,3.5488884641732046
1000000044,100023,1,5,1,101,1,2,0,1,2,1,37,14.5968942,28,0,0,0,0,2,517,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,cat,healthcare,1.788575103782962,1.5788487282463186,0,0,2.509013895486497,0.3627450980392157,0.0196078431372549,2.0,2.0,0.622923964687254,0.0,0,4.487559788512655
1000000045,100025,2,3,2,547,2,4,2,6,3,1,28,8.404124895,19,0,0,0,0,2,440,2,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,EMEA,saas_b2b,1.7876941107530033,1.7671473258564125,0,0,2.270850388745787,0.051094890510948905,0.0072992700729927005,1.3333333333333333,2.0000000000000004,0.08299643653847144,0.0,0,4.059585866362012
1000000046,100007,3,7,3,5757,2,8,4,6,2,1,2349,2.964021917,3,0,0,0,1,1,539,3,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,EMEA,media,1.7876941107530033,1.634230156734557,0,0,3.5296486169422496,0.4079541507467871,0.0013893713094824591,1.6,2.8571428571428577,0.5246906136337659,0.0,0,6.309932045535143
1000000047,100002,3,1,3,5223,1,12,1,2,4,1,370,0.160973658,0,1,0,0,0,2,504,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,cat,fintech,1.788575103782962,2.0587839353825443,1,1,2.366963746016974,0.0708269525267994,0.002297090352220521,6.0,8.75,0.10627463261109879,6.0,0,4.233492427682818
1000000048,100009,2,7,3,639,2,3,3,5,1,2,16,3.820267202,7,0,0,0,1,2,349,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,EMEA,media,1.7876941107530033,1.634230156734557,0,0,1.7685786017324374,0.025,0.0046875,0.75,1.0,0.035683727748549186,0.0,0,3.1616775507208597
1000000049,100019,1,2,2,332,1,5,1,2,2,1,34,5.307834823,0,0,0,0,1,2,304,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,cat,Finance,1.788575103782962,1.448774765380605,0,0,1.4380627290647656,0.1021021021021021,0.015015015015015015,2.5,3.5000000000000004,0.10372792538121922,0.0,0,2.572083194883423
1000000050,100002,3,1,3,5223,1,4,5,2,2,3,397,2.813483085,4,0,0,0,1,2,357,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,cat,fintech,1.788575103782962,2.0587839353825443,0,0,2.8858526250990053,0.07599540581929556,0.0007656967840735069,0.6666666666666666,0.8749999999999998,0.10109881864500433,0.0,0,5.161564158438787
1000000051,100007,3,7,3,5757,1,8,3,5,4,3,970,2.67198852,0,0,0,0,1,1,551,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,cat,media,1.788575103782962,1.634230156734557,0,0,2.75934655287653,0.16846127127474816,0.0013893713094824591,2.0,3.5,0.16981165102348036,0.0,0,4.935298547184298
1000000052,100002,3,1,3,5223,1,8,0,5,1,1,52,1.394195749,16,0,0,0,1,2,485,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,cat,fintech,1.788575103782962,2.0587839353825443,0,0,2.4422633558847138,0.009954058192955589,0.0015313935681470138,8.0,8.0,0.015636086009768117,0.0,0,4.368171435216827
1000000053,100024,2,5,3,572,2,4,2,4,2,1,48,1.139699172,0,0,0,0,1,2,230,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,EMEA,healthcare,1.7876941107530033,1.5788487282463186,0,0,1.5601472167602506,0.08376963350785341,0.006980802792321117,1.3333333333333333,2.0000000000000004,0.08405605005369635,0.0,0,2.789065991309989
1000000054,100024,2,5,3,572,2,3,3,1,1,1,166,0.950696952,0,0,0,0,0,2,368,2,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,EMEA,healthcare,1.7876941107530033,1.5788487282463186,0,0,2.050049615822702,0.28970331588132636,0.005235602094240838,0.75,1.0,0.29052957605950436,0.0,0,3.6648616249577017
1000000055,100023,1,5,1,101,1,3,0,6,1,1,2,6.243944687,17,0,0,0,0,1,323,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,cat,healthcare,1.788575103782962,1.5788487282463186,0,0,1.3252882768970933,0.0196078431372549,0.029411764705882353,3.0,3.0,0.03130992520863202,0.0,0,2.3703776173935616
1000000056,100023,1,5,1,101,1,4,2,5,1,1,5,3.483323326,0,0,0,0,1,2,368,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,cat,healthcare,1.788575103782962,1.5788487282463186,0,0,0.727153757669222,0.049019607843137254,0.0392156862745098,1.3333333333333333,2.0000000000000004,0.04953186127343138,0.0,0,1.3005691075893995
1000000057,100018,3,3,2,5721,1,11,3,2,3,2,588,1.796291587,10,0,0,0,1,1,493,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,cat,saas_b2b,1.788575103782962,1.7671473258564125,0,0,3.2761279300611457,0.10276127228241873,0.0019224047535826635,2.75,5.0,0.1525971937155813,0.0,0,5.859600852515374
1000000058,100007,3,7,3,5757,1,8,0,6,3,3,166,6.033734302,0,0,0,0,1,2,585,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,cat,media,1.788575103782962,1.634230156734557,0,0,2.0652987278727024,0.02882945467176103,0.0013893713094824591,8.0,8.0,0.029351302480443903,0.0,0,3.693941886547738
1000000059,100007,3,7,3,5757,2,7,6,6,1,1,412,3.844552579,0,0,0,0,1,2,390,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,EMEA,media,1.7876941107530033,1.634230156734557,0,0,2.4209126949214133,0.07155262243834665,0.0012156998957971517,1.0,1.6666666666666667,0.07237788589573532,0.0,0,4.327851367358193
1000000060,100015,1,7,1,126,3,3,3,5,3,1,0,2.43558542,0,0,0,0,1,2,288,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,APAC,media,1.3518822637695806,1.634230156734557,0,0,0.007306756259999999,0.0,0.023622047244094488,0.75,1.0,0.0,0.0,0,0.009877874193581354
1000000061,100001,1,2,1,87,3,2,1,3,2,2,9,2.825975042,42,0,0,0,0,1,294,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,APAC,Finance,1.3518822637695806,1.448774765380605,0,0,2.057871997031687,0.10227272727272728,0.022727272727272728,1.0,1.2500000000000002,0.1800734265270729,0.0,0,2.7820006538952247
1000000062,100008,1,7,1,82,3,2,3,2,2,2,5,2.073982535,37,0,0,0,0,2,254,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,APAC,media,1.3518822637695806,1.634230156734557,0,0,1.8142015832141376,0.060240963855421686,0.024096385542168676,0.5,0.5,0.1044421192500167,0.0,0,2.4525869432498855
1000000063,100022,2,3,3,596,2,4,4,3,3,2,8,3.897792311,16,0,0,0,1,3,416,2,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,EMEA,saas_b2b,1.7876941107530033,1.7671473258564125,0,0,1.7405472110843527,0.01340033500837521,0.006700167504187605,0.8,1.1428571428571432,0.02115023176876708,0.0,0,3.1115659987430617
1000000064,100018,3,3,2,5721,1,5,4,5,4,2,260,1.349495093,0,0,0,0,0,0,387,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,cat,saas_b2b,1.788575103782962,1.7671473258564125,0,0,2.2298566482080777,0.045438657811953866,0.0008738203425375742,1.0,1.5714285714285718,0.04562261554920308,0.0,0,3.9882660859898906
1000000065,100009,2,7,3,639,2,4,3,4,1,1,96,2.921041798,0,0,0,0,1,3,403,2,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,EMEA,media,1.7876941107530033,1.634230156734557,0,0,1.838647516795353,0.15,0.00625,1.0,1.5,0.1513144688091,0.0,0,3.2869393375256863
